Cabinet_Id,Address,Postcode,Attributes,State,PhoneNumber,id
02956703X1,"CNCRSE  1 RAILWAY ST ROCKDALE RLWY STN, ROCKDALE",2216,"Coin and Card Payphone,Incoming Calls",NSW," PH:0295679407",161056
02956701X2,"  1 RAILWAY ST BANKSIA RLWY STN, BANKSIA",2216,"Coin and Card Payphone,Incoming Calls",NSW," PH:0295674424",161057
08984103X2,"  5 HARDIE RD SHOPPING CENTRE, SPENCER PARK",6330,"Coin and Card Payphone,Incoming Calls,WIFI Hotspot",WA," PH:0898412611",161058
08984106X2,"  80 GREY ST O/S EXCHANGE, ALBANY",6330,"Coin and Card Payphone,Incoming Calls",WA," PH:0898413685",161059
03840101X1,"  39 COOPER ST EPPING RAILWAY STA, EPPING",3076,"Coin and Card Payphone,Incoming Calls",VIC," PH:0384014473",161060
07380810X1,"  38 WEMBLEY RD LGN CNTRL OS COLES, LOGAN CENTRAL",4114,"Coin and Card Payphone,Incoming Calls",QLD," PH:0738086987",161061
07329902X1,"  38 WEMBLEY RD LGN CENTRAL CM, LOGAN CENTRAL",4114,"Coin and Card Payphone,Incoming Calls,WIFI Hotspot",QLD," PH:0732995627",161062
02622760X2,"  0 MONTEM ST CNR WALES CLS, BOWNING",2582,"Coin and Card Payphone,Incoming Calls",NSW," PH:0262276020",161063
08966294X2,"  0 GREAT NORTHERN HWY O/S POST OFFICE, PITHARA",6608,"Coin and Card Payphone,Incoming Calls",WA," PH:0896621052",161064
02494711X2,"  73 NTABA RD O/S JEWELS SHP CNT, JEWELLS",2280,"Coin and Card Payphone,Incoming Calls,WIFI Hotspot",NSW," PH:0249471474",161065
03930205X2,"  59 PEARCEDALE PDE KANGAN INS OF TAFE, BROADMEADOWS",3047,"Coin and Card Payphone,Incoming Calls",VIC," PH:0393094201",161066
02432502X2,"  299 BRISBANE WATERS DRV WEST GOSFORD SHOPP, WEST GOSFORD",2250,"Coin and Card Payphone,Incoming Calls",NSW," PH:0243250695",161067
03989921X2,"  1 KANGERONG RD CNR BOXHILL POLICE, BOX HILL",3128,"Coin and Card Payphone,Incoming Calls,WIFI Hotspot",VIC," PH:0398990285",161068
07493513X2,"  2234 BYFIELD RD OS BYFIELD STORE, BYFIELD",4703,"Coin and Card Payphone,Incoming Calls",QLD," PH:0749351214",161069
02492623X2,"  1 NATIONAL PARK ST NR CNR HUNTER ST, NEWCASTLE WEST",2302,"Coin and Card Payphone,Incoming Calls,WIFI Hotspot,ADSL",NSW," PH:0249263010",161070
07404156X7,"  262 LAKE ST O/S TENNIS COURT, CAIRNS NORTH",4870,"Coin and Card Payphone,Incoming Calls",QLD," PH:0740415497",161071
07404130X2,"  262 LAKE ST O/S TENNIS COURT, CAIRNS NORTH",4870,"Coin and Card Payphone,Incoming Calls",QLD," PH:0740413676",161072
07405175X2,"  193 SHERIDAN ST NR GROVE ST, CAIRNS NORTH",4870,"Coin and Card Payphone,Incoming Calls,WIFI Hotspot,ADSL",QLD," PH:0740518036",161073
07404150X2,"  204 SHERIDAN ST O/S CAPT COOK INN, CAIRNS NORTH",4870,"Coin and Card Payphone,Incoming Calls",QLD," PH:0740415963",161074
07405156X2,"  229 SHERIDAN ST NR CHARLES ST, CAIRNS NORTH",4870,"Coin and Card Payphone,Incoming Calls",QLD," PH:0740516702",161075
07403128X2,"  230 SHERIDAN ST OS AMPOL, CAIRNS NORTH",4870,"Coin and Card Payphone,Incoming Calls",QLD," PH:0740319215",161076
07404110X8,"  333 SHERIDAN ST O/S MOBIL SERV STN, CAIRNS NORTH",4870,"Coin and Card Payphone,Incoming Calls,WIFI Hotspot",QLD," PH:0740411306",161077
08826927X2,"  36 NORTH EAST RD NR FULLER ST, WALKERVILLE",5081,"Coin and Card Payphone,Incoming Calls",SA," PH:0882693821",161078
02625505X1,"  30 HIBBERSON ST NR ESCALATOR, GUNGAHLIN",2912,"Coin and Card Payphone,Incoming Calls",ACT," PH:0262554975",161079
02938009X2,"JCDBTH 3018 0 WARD AVE CNR BARODA ST, ELIZABETH BAY",2011,"Coin and Card Payphone,Incoming Calls",NSW," PH:0293806238",161080
07335503X2,"  75 CAMELIA AVE NR DROSERA ST, EVERTON HILLS",4053,"Coin and Card Payphone,Incoming Calls",QLD," PH:0733555606",161081
07335615X2,"  257 BANKS ST NR MOORE ST, ASHGROVE",4060,"Coin and Card Payphone,Incoming Calls",QLD," PH:0733564548",161082
07336937X2,"  88 PETRIE TCE NR MENZIES ST, PETRIE TERRACE",4000,"Coin and Card Payphone,Incoming Calls,WIFI Hotspot",QLD," PH:0733699748",161083
07335413X1,"  30 STATION AVE QR GAYTHORNE STN, GAYTHORNE",4051,"Coin and Card Payphone,Incoming Calls",QLD," PH:0733541423",161084
07327311X2,"  66 LEAROYD RD O/S CARAVAN PARK, ALGESTER",4115,"Coin and Card Payphone,Incoming Calls,WIFI Hotspot",QLD," PH:0732731501",161085
07371101X2,"  188 ALGESTER RD CNR CENTRAL ST, CALAMVALE",4116,"Coin and Card Payphone,Incoming Calls",QLD," PH:0737112604",161086
07339100X2,"  64 CORNWALL ST NR AYR ST, WOOLLOONGABBA",4102,"Coin and Card Payphone,Incoming Calls,WIFI Hotspot",QLD," PH:0733910119",161087
07380024X2,"  120 MIDDLE RD MIDDLE RD S/C, HILLCREST",4118,"Coin and Card Payphone,Incoming Calls,WIFI Hotspot",QLD," PH:0738009725",161088
07387901X2,"  255 WATERFORD RD CNR BLUEBIRD AVE, ELLEN GROVE",4078,"Coin and Card Payphone,Incoming Calls",QLD," PH:0738794154",161089
07328218X2,"  52 STAFFORD ST NR VIDERONI ST, SILKSTONE",4304,"Coin and Card Payphone,Incoming Calls",QLD," PH:0732821520",161090
07557107X2,"  226 NAPPER RD O/S ARUNDEL TAVERN, PARKWOOD",4214,"Coin and Card Payphone,Incoming Calls",QLD," PH:0755716218",161091
07559704X2,"  319 NERANG RD NR OLSEN AVE, SOUTHPORT",4215,"Coin and Card Payphone,Incoming Calls,WIFI Hotspot",QLD," PH:0755974698",161092
07549940X2,"  40 TORRENS RD OS SPECIAL SCHOOL, CBLTRE S",4510,"Coin and Card Payphone,Incoming Calls",QLD," PH:0754994760",161093
07415200X1,"  16 MARYBOROUGH ST HINKLER SC, BUNDABERG CENTRAL",4670,"Coin and Card Payphone,Incoming Calls",QLD," PH:0741525349",161094
02602428X2,"  43 MULLINS RD NEAR CARDINAL ST, KILLARA",3691,"Coin and Card Payphone,Incoming Calls",VIC," PH:0260244253",161095
07404140X2,"  70 LAKE ST O/S ORCHID PLAZA, CAIRNS CTY",4870,"Coin and Card Payphone,Incoming Calls",QLD," PH:0740414825",161096
08940903X2,"  0 MITCHELL FWY WHITFORDS RAIL, KINGSLEY",6026,"Coin and Card Payphone,Incoming Calls",WA," PH:0894095091",161097
08940902X2,"  0 MITCHELL FWY WHITFORDS RAIL, KINGSLEY",6026,"Coin and Card Payphone,Incoming Calls",WA," PH:0894095089",161098
08930912X1,"  0 MITCHELL FWY WHITFORDS RAIL, KINGSLEY",6026,"Coin and Card Payphone,Incoming Calls",WA," PH:0894096743",161099
08930004X2,"  0 COLLIER PASS JOONDALUP RAIL, JOONDALUP",6027,"Coin and Card Payphone,Incoming Calls",WA," PH:0893000419",161100
08930003X2,"  0 COLLIER PASS JOONDALUP RAIL, JOONDALUP",6027,"Coin and Card Payphone,Incoming Calls",WA," PH:0893000417",161101
08930005X2,"  0 MITCHELL FWY CURRAMBINE RAIL, CURRAMBINE",6028,"Coin and Card Payphone,Incoming Calls",WA," PH:0893000809",161102
08956118X2,"  10 ENTERPRISE AVE OS TWO ROCKS S/C, TWO ROCKS",6037,"Coin and Card Payphone,Incoming Calls",WA," PH:0895611309",161103
08937002X1,"  0 WHATLEY CRS MAYLANDS RAIL, MAYLANDS",6051,"Coin and Card Payphone,Incoming Calls",WA," PH:0893701094",161104
08937904X1,"  0 GUILDFORD RD BASSENDEAN RAIL, BASSENDEAN",6054,"Coin and Card Payphone,Incoming Calls",WA," PH:0893792546",161105
08937803X1,"  0 GUILDFORD RD BASSENDEAN RAIL, BASSENDEAN",6054,"Coin and Card Payphone,Incoming Calls",WA," PH:0893783824",161106
08935900X1,"  20 STRELITZIA AVE FORUM SHOPPING CTR, FORRESTFIELD",6058,"Coin and Card Payphone,Incoming Calls",WA," PH:0893591260",161107
08935902X1,"  20 STRELITZIA AVE MARKET PLACE SC, FORRESTFIELD",6058,"Coin and Card Payphone,TTY,Incoming Calls",WA," PH:0893590932",161108
08945905X1,"  217 SPENCER RD THORNLIE RAIL, THORNLIE",6108,"Coin and Card Payphone,Incoming Calls",WA," PH:0894598954",161109
08945904X1,"  217 SPENCER RD THORNLIE RAIL, THORNLIE",6108,"Coin and Card Payphone,Incoming Calls",WA," PH:0894595076",161110
08931323X1,"  0 KWINANA FWY BULL CREEK RAIL, BULLCREEK",6149,"Coin and Card Payphone,Incoming Calls",WA," PH:0893138178",161111
08931030X1,"  0 KWINANA FWY MURDOCH RAIL, MURDOCH",6150,"Coin and Card Payphone,Incoming Calls",WA," PH:0893108694",161112
08945003X1,"  0 KWINANA FWY CANNING BDG RAIL, COMO",6152,"Coin and Card Payphone,Incoming Calls",WA," PH:0894505612",161113
08943023X1,"  0 PETER HUGHES DRV PASSENGER TERMINAL, FREMANTLE",6160,"Coin and Card Payphone,Incoming Calls",WA," PH:0894305248",161114
08941709X2,"  49 BERRIGAN DRV SOUTH LAKES S/C, SOUTH LAKE",6164,"Coin and Card Payphone,Incoming Calls",WA," PH:0894173949",161115
08941708X2,"  49 BERRIGAN DRV SOUTH LAKES S/C, SOUTH LAKE",6164,"Coin and Card Payphone,Incoming Calls",WA," PH:0894173738",161116
08914030X2,"  2 PETER WAY ON HAWKINS ST, SOUTH HEDLAND",6722,"Coin and Card Payphone,Incoming Calls",WA," PH:0891401452",161117
08919282X2,"  17 CARNARVON ST NR SHORT ST, BROOME",6725,"Coin and Card Payphone,Incoming Calls,WIFI Hotspot",WA," PH:0891928871",161118
08919375X2,"  27 SAVILLE ST CNR FOREST ST, BROOME",6725,"Coin and Card Payphone,Incoming Calls,WIFI Hotspot,ADSL",WA," PH:0891937486",161119
08919352X2,"  27 SAVILLE ST CNR FOREST ST, BROOME",6725,"Coin and Card Payphone,Incoming Calls",WA," PH:0891935172",161120
08919350X2,"  2 BARKER ST OS TELSTRA EXCH, BROOME",6725,"Coin and Card Payphone,Incoming Calls",WA," PH:0891935165",161121
08919377X2,"  19 NAPIER TCE NR HAMMERSLEY ST, BROOME",6725,"Coin and Card Payphone,Incoming Calls,WIFI Hotspot",WA," PH:0891937869",161122
08919317X2,"  142 LOCK ST IN LYTTON PARK, DERBY",6728,"Coin and Card Payphone,Incoming Calls",WA," PH:0891931242",161123
08919111Y2,"  38 PANTON ST KARMALINUNGA COMM, DERBY",6728,"Card Payphone,Incoming Calls",WA," PH:0891911669",161124
08916113X2,"  17 KOOLINDA ST OPP POST OFFICE, WYNDHAM",6740,"Coin and Card Payphone,Incoming Calls",WA," PH:0891611209",161125
08916110X2,"  29 O'DONNELL ST O/S RSL MMRL PARK, WYNDHAM",6740,"Coin and Card Payphone,Incoming Calls",WA," PH:0891611100",161126
08916909X2,"  85 KONKERBERRY DRV O/S TELSTRA EXCHAN, KUNUNURRA",6743,"Coin and Card Payphone,Incoming Calls",WA," PH:0891691201",161127
08916820X2,"  85 KONKERBERRY DRV O/S TELSTRA EXCHAN, KUNUNURRA",6743,"Coin and Card Payphone,Incoming Calls",WA," PH:0891682009",161128
08916820Y2,"  8 MULGA ST CNR BUTTON DRIVE, KUNUNURRA",6743,"Card Payphone,Incoming Calls",WA," PH:0891682601",161129
08917511X2,"  2 CORUNNA WAY , NEWMAN",6753,"Coin and Card Payphone,Incoming Calls",WA," PH:0891751800",161130
